122375	101406
123706	101406
126364	101406
129325	101406
129491	101406
116333	101407
118695	101407
122375	101407
124739	101407
130082	101407
118765	101411
120154	101411
124465	101411
130444	101411
127265	101411
118449	101412
119228	101412
122730	101412
119436	101412
118388	101412
119359	101413
121809	101413
121520	101413
124888	101413
130534	101413
127953	101414
121826	101414
123642	101414
128659	101414
130291	101414
121782	101416
120945	101416
125136	101416
125585	101416
124746	101416
119751	101417
127038	101417
117465	101417
123854	101417
125410	101417
116744	101418
118448	101418
120914	101418
128342	101418
129890	101418
118677	101419
120231	101419
129986	101419
121046	101419
130600	101419
120945	101420
129373	101420
125136	101420
124746	101420
130600	101420
117187	101422
119476	101422
124595	101422
126007	101422
129668	101422
118677	101423
121110	101423
124069	101423
125708	101423
130139	101423
117191	101424
118115	101424
118341	101424
128650	101424
116284	101424
119203	101425
119362	101425
121078	101425
126233	101425
128650	101425
120143	101426
118489	101426
129607	101426
124608	101426
125679	101426
117172	101427
119584	101427
120945	101427
124098	101427
130778	101427
118677	101428
124069	101428
127869	101428
128207	101428
130600	101428
118538	101429
118677	101429
128885	101429
121303	101429
127460	101429
117153	101430
118130	101430
121952	101430
123642	101430
128659	101430
118178	101431
126897	101431
119155	101431
125136	101431
130391	101431
120105	101432
126064	101432
127016	101432
116435	101432
129390	101432
116593	101433
126557	101433
123910	101433
124865	101433
125363	101433
116623	101434
118677	101434
120703	101434
129986	101434
130600	101434
121019	101435
123910	101435
121591	101435
130391	101435
130600	101435
116504	101436
116735	101436
122683	101436
123243	101436
126138	101436
121178	101437
117411	101437
119513	101437
119567	101437
121378	101437
119023	101438
119798	101438
120730	101438
119991	101438
128650	101438
128228	101439
121526	101439
124292	101439
125716	101439
125727	101439
116686	101440
117535	101440
120543	101440
120774	101440
117465	101440
123603	101441
119074	101441
125156	101441
125681	101441
125502	101441
117881	101442
118556	101442
120324	101442
125843	101442
126843	101442
118556	101443
120686	101443
121074	101443
126364	101443
130600	101443
118124	101444
118491	101444
118762	101444
120753	101444
120098	101444
118442	101445
119087	101445
120300	101445
116284	101445
129922	101445
118677	101446
124069	101446
127869	101446
130600	101446
130468	101446
118156	101447
