120068	95371
127397	95371
128703	95371
136967	95371
142197	95371
123040	95372
127397	95372
127812	95372
128976	95372
130033	95372
122135	95373
135589	95373
137576	95373
152728	95373
126636	95373
134914	95374
140813	95374
142197	95374
152183	95374
153984	95374
122441	95375
127397	95375
138545	95375
122771	95375
154973	95375
135331	95376
144373	95376
148180	95376
154368	95376
154373	95376
118082	95377
138131	95377
140018	95377
146661	95377
152540	95377
124788	95378
124974	95378
120286	95378
136354	95378
151384	95378
127397	95379
129124	95379
133639	95379
142197	95379
152565	95379
124122	95380
131614	95380
157023	95380
147111	95380
152243	95380
127144	95381
137354	95381
147111	95381
147418	95381
150367	95381
132215	95382
125464	95382
126607	95382
143978	95382
144103	95382
139557	95383
142197	95383
144342	95383
144894	95383
147354	95383
147071	95384
130689	95384
139121	95384
140345	95384
154411	95384
123504	95385
125173	95385
128312	95385
142715	95385
129675	95385
121354	95386
150193	95386
148760	95386
152516	95386
156487	95386
127304	95387
130033	95387
133710	95387
150081	95387
158320	95387
146472	95389
128361	95389
128476	95389
130762	95389
136482	95389
117732	95390
130762	95390
143451	95390
149975	95390
159144	95390
118809	95392
156354	95392
130144	95392
146819	95392
156815	95392
119322	95395
131215	95395
136170	95395
140663	95395
141591	95395
136134	95396
142738	95396
146684	95396
129675	95396
158055	95396
125839	95397
138545	95397
149891	95397
154860	95397
160225	95397
127385	95398
129960	95398
133010	95398
150233	95398
136336	95398
117732	95399
139236	95399
142655	95399
159533	95399
159783	95399
126590	95401
131591	95401
137418	95401
152389	95401
130907	95401
122441	95402
139956	95402
132724	95402
159533	95402
159783	95402
127385	95403
133625	95403
142919	95403
147111	95403
160216	95403
116306	95404
127478	95404
138680	95404
139792	95404
144123	95404
122005	95406
131085	95406
150520	95406
159533	95406
159783	95406
124138	95407
126307	95407
127385	95407
147111	95407
152982	95407
124678	95408
126444	95408
126535	95408
127397	95408
146166	95408
120580	95409
121170	95409
127385	95409
130875	95409
132776	95409
121057	95410
137714	95410
152096	95410
141444	95410
130938	95410
127397	95411
130693	95411
126255	95411
142197	95411
158240	95411
129680	95412
132263	95412
133059	95412
147111	95412
130420	95412
117258	95413
119761	95413
125106	95413
129077	95413
153318	95413
117258	95414
123253	95414
127411	95414
154931	95414
156050	95414
117258	95416
117496	95416
119761	95416
139646	95416
156056	95416
129582	95421
124052	95421
149237	95421
151448	95421
129675	95421
117258	95422
149964	95422
151633	95422
153576	95422
157476	95422
126754	95427
127385	95427
128759	95427
143604	95427
151385	95427
141962	95428
149247	95428
149800	95428
158084	95428
159783	95428
128774	95429
129145	95429
134743	95429
143702	95429
144682	95429
117732	95430
120331	95430
132435	95430
139046	95430
151985	95430
124537	95432
136482	95432
144103	95432
152762	95432
159143	95432
125508	95433
121578	95433
143672	95433
145390	95433
146763	95433
117341	95434
131030	95434
134556	95434
137744	95434
160216	95434
149119	95437
142586	95437
118459	95437
153495	95437
156609	95437
121471	95440
129108	95440
140241	95440
142197	95440
159701	95440
125449	95441
125727	95441
133358	95441
147752	95441
152323	95441
123737	95442
127385	95442
128759	95442
138038	95442
150833	95442
123040	95444
128485	95444
129158	95444
130033	95444
139355	95444
125282	95445
128240	95445
143672	95445
150833	95445
118751	95445
120340	95446
129896	95446
133379	95446
146999	95446
159783	95446
123040	95447
139663	95447
158760	95447
128233	95447
151186	95447
147130	95448
144034	95448
145984	95448
148974	95448
157095	95448
131174	95449
138680	95449
138673	95449
129675	95449
