116788	79288
118978	79288
122608	79288
122756	79288
131957	79288
116788	79256
117511	79256
119403	79256
121100	79256
127658	79256
132972	67176
133546	67176
121027	67176
129773	67176
132083	67176
120874	980
122608	980
123785	980
128777	980
128868	980
116707	1010
116788	1010
125438	1010
126647	1010
124958	1010
132179	54886
124442	54886
126081	54886
127427	54886
124454	54886
119119	9892
119354	9892
129122	9892
128892	9892
133899	9892
119518	6069
123117	6069
130500	6069
130801	6069
131010	6069
116788	14144
119643	14144
122608	14144
126061	14144
126749	14144
128681	41811
120977	41811
123564	41811
130485	41811
129458	41811
116407	37771
117913	37771
130485	37771
130945	37771
132616	37771
119812	76187
125676	76187
125505	76187
124436	76187
133508	76187
118392	79294
122608	79294
126017	79294
126946	79294
130831	79294
117664	79296
119636	79296
122137	79296
124505	79296
130424	79296
117462	54125
118358	54125
120485	54125
128421	54125
131125	54125
117601	7319
124864	7319
127870	7319
128636	7319
133101	7319
116663	10685
133605	10685
117373	10685
121100	10685
126878	10685
118633	79301
122217	79301
118451	79301
129430	79301
131193	79301
117165	1033
118823	1033
122217	1033
124600	1033
132131	1033
130033	79306
120644	79306
127607	79306
127762	79306
128392	79306
120121	12050
121491	12050
121676	12050
130708	12050
132112	12050
120485	30710
123761	30710
130307	30710
129768	30710
130633	30710
116707	76121
117040	76121
125247	76121
128148	76121
132245	76121
116775	75368
117682	75368
125060	75368
119692	75368
132881	75368
117857	42093
118823	42093
122986	42093
133261	42093
132817	42093
121175	17804
123524	17804
121505	17804
133473	17804
132697	17804
119021	609
126647	609
133261	609
132817	609
125298	609
116775	10220
123754	10220
126724	10220
133927	10220
130485	10220
116349	31773
122636	31773
116946	31773
125695	31773
131260	31773
119360	72815
125404	72815
125919	72815
133261	72815
132817	72815
116775	30796
122108	30796
129482	30796
130485	30796
127332	30796
116788	40589
128899	40589
130314	40589
133233	40589
133391	40589
116775	10685
125374	10685
122392	10685
123601	10685
124563	10685
121397	64474
122505	64474
124381	64474
128939	64474
130659	64474
116788	79330
122140	79330
122608	79330
132937	79330
130611	79330
120496	15586
124525	15586
121696	15586
125816	15586
130485	15586
118040	9772
118109	9772
122231	9772
122725	9772
131022	9772
116810	53
118040	53
125371	53
127159	53
128004	53
118040	41208
118557	41208
122231	41208
